date_imposition,numero_sanction,montant,remarque
402011598,2021-06-10,"5 000,00 $",Une demande de réexamen a été reçue le 21 juin 2021. La décision du Bureau de réexamen a été rendue le 16 février 2022. La sanction administrative pécuniaire est maintenue. 
401984316,2021-06-03,"1 000,00 $", 
401986037,2021-05-31,"2 500,00 $", 
402006815,2021-05-31,"500,00 $", 
402005007,2021-05-25,"750,00 $", 
402014599,2021-05-25,"5 000,00 $",Une demande de réexamen a été reçue le 14 juin 2021. La décision du Bureau de réexamen a été rendue le 8 mars 2022. La sanction administrative pécuniaire est maintenue.  
401992832,2021-05-19,"2 500,00 $", 
401991031,2021-05-17,"10 000,00 $",Une demande de réexamen a été reçue le 15 juin 2021. La décision du Bureau de réexamen a été rendue le 2 mai 2022. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 31 mai 2022. Désistement de la requête au Tribunal administratif du Québec le 6 mars 2023. La sanction administrative pécuniaire est maintenue. 
401982737,2021-05-17,"3 500,00 $", 
401886239,2021-05-17,"10 000,00 $",Une demande de réexamen a été reçue le 14 juillet 2021. La décision du Bureau de réexamen a été rendue le 10 août 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 20 août 2021. La décision du Tribunal administratif du Québec a été rendue le 8 avril 2022. La sanction administrative pécuniaire est maintenue. 
402002714,2021-05-12,"5 000,00 $", 
401991054,2021-05-12,"2 500,00 $", 
401967859,2021-05-12,"5 000,00 $", 
401968933,2021-05-12,"7 500,00 $",Une demande de réexamen a été reçue le 4 juin 2021. La décision du Bureau de réexamen a été rendue le 11 mai 2022. La sanction administrative pécuniaire est maintenue. 
402011372,2021-05-12,"5 000,00 $",Une demande de réexamen a été reçue le 3 juin 2021. La décision du Bureau de réexamen a été rendue le 10 juin 2022. La sanction administrative pécuniaire est maintenue.  
401990181,2021-05-10,"3 500,00 $",La décision du Bureau de réexamen a été rendue le 28 février 2022. La sanction administrative pécuniaire est maintenue.  
401989764,2021-05-10,"5 000,00 $", 
401996699,2021-05-04,"3 500,00 $",Une demande de réexamen a été reçue le 1er juin 2021. La décision du Bureau de réexamen a été rendue le 11 février 2022. La sanction administrative pécuniaire est maintenue. 
402010483,2021-05-03,"2 500,00 $", 
401992085,2021-04-30,"10 000,00 $", 
401995330,2021-04-30,"5 000,00 $", 
402001010,2021-04-30,"5 000,00 $", 
402008341,2021-04-30,"5 000,00 $",Une demande de réexamen a été reçue le 28 mai 2021. La décision du Bureau de réexamen a été rendue le 4 février 2022. La sanction administrative pécuniaire est maintenue. 
402013330,2021-04-29,"5 000,00 $",Une demande de réexamen a été reçue le 17 mai 2021. La décision du Bureau de réexamen a été rendue le 24 janvier 2022. La sanction administrative pécuniaire est maintenue. 
401984239,2021-04-29,"5 000,00 $",Une demande de réexamen a été reçue le 29 avril 2021. La décision du Bureau de réexamen a été rendue le 7 juillet 2021. La demande de réexamen hors délai n’est pas admise. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 23 novembre 2021. La décision du Tribunal administratif du Québec a été rendue le 19 juillet 2022. La sanction administrative pécuniaire est maintenue.  
401967416,2021-04-28,"3 500,00 $",Une demande de réexamen a été reçue le 30 avril 2021. La décision du Bureau de réexamen a été rendue le 4 février 2022. La sanction administrative pécuniaire est annulée.  
401964903,2021-04-28,"10 000,00 $",Une demande de réexamen a été reçue le 28 mai 2021. La décision du Bureau de réexamen a été rendue le 6 avril 2022. La sanction administrative pécuniaire est maintenue.  
401984835,2021-04-28,"5 000,00 $",Une demande de réexamen a été reçue le 27 mai 2021. La décision du Bureau de réexamen a été rendue le 30 mars 2022. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 28 avril 2022. Désistement de la requête au Tribunal administratif du Québec le 6 juillet 2022. La sanction administrative pécuniaire est maintenue.  
401967422,2021-04-28,"5 000,00 $", 
401977125,2021-04-26,"5 000,00 $",Une demande de réexamen a été reçue le 10 mai 2021. La décision du Bureau de réexamen a été rendue le 15 octobre 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 23 novembre 2021. La décision du Tribunal a été rendue le 1 novembre 2022. La sanction administrative pécuniaires est maintenue.  
401954332,2021-04-21,"10 000,00 $",Une demande de réexamen a été reçue le 13 mai 2021. La décision du Bureau de réexamen a été rendue le 25 février 2022. La sanction administrative pécuniaire est annulée.  
402008500,2021-04-21,"10 000,00 $",Une demande de réexamen a été reçue le 21 avril 2021. La décision du Bureau de réexamen a été rendue le 17 janvier 2022. La sanction administrative pécuniaire est maintenue. Une nouvelle requête a été déposée au Tribunal administratif du Québec le 10 février 2022.  
401994408,2021-04-21,"10 000,00 $",Une demande de réexamen a été reçue le 30 avril 2021. La décision du Bureau de réexamen a été rendue le 25 janvier 2022. La sanction administrative pécuniaire est maintenue.  
401974769,2021-04-20,"2 500,00 $",Une demande de réexamen a été reçue le 6 mai 2021. Désistement de la demande de réexamen réexamen le 16 décembre 2021. La sanction administrative pécuniaire est maintenue.  
401984627,2021-04-19,"2 000,00 $", 
401929388,2021-04-19,"5 000,00 $", 
401987530,2021-04-15,"3 500,00 $", 
401993671,2021-04-15,"1 000,00 $", 
402003775,2021-04-15,"3 500,00 $",Une demande de réexamen a été reçu le 30 avril 2021. La décision du Bureau de réexamen a été rendue le 15 octobre 2021. La sanction administrative pécuniaire est maintenue.  
401990417,2021-04-15,"5 000,00 $",Une demande de réexamen a été reçue le 26 avril 2021. La décision du Bureau de réexamen a été rendue le 5 mai 2022. La sanction administrative pécuniaire est maintenue.  
401983120,2021-04-15,"3 500,00 $",Une demande de réexamen a été reçue le 25 mai 2021. 
401991189,2021-04-15,"3 500,00 $",Une demande de réexamen a été reçue le 30 avril 2021. La décision du Bureau de réexamen a été rendue le 2 décembre 2021. La sanction administrative pécuniaire est maintenue.  
401989004,2021-04-15,"5 000,00 $",Une demande de réexamen a été reçue le 20 mai 2021. La décision du Bureau de réexamen a été rendue le 17 janvier 2022. La sanction administrative pécuniaire est maintenue. La décision du Tribunal a été rendue le 10 novembre 2022. La sanction administrative pécuniaires est maintenue.  
401994673,2021-04-15,"2 500,00 $", 
401982713,2021-04-15,"5 000,00 $", 
401994348,2021-04-15,"10 000,00 $",Une demande de réexamen a été reçue le 28 mai 2021. La décision du Bureau de réexamen a été rendue le 11 février 2022. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 25 février 2022. La décision du Tribunal administratif du Québec a été rendue le 21 mars 2024. La sanction administrative pécuniaire est maintenue. 
401995690,2021-04-14,"1 000,00 $",Une demande de réexamen a été reçue le 31 mai 2021. 
402008547,2021-04-14,"2 500,00 $", 
401968479,2021-04-14,"5 000,00 $", 
401962877,2021-04-12,"5 000,00 $",Une demande de réexamen a été reçue le 11 mai 2021. La décision du Bureau de réexamen a été rendue le 24 janvier 2022. La sanction administrative pécuniaire est maintenue. 
401997016,2021-04-07,"5 000,00 $", 
402002350,2021-03-30,"500,00 $", 
401992785,2021-03-30,"7 500,00 $", 
401991033,2021-03-30,"5 000,00 $", 
401969955,2021-03-30,"2 500,00 $", 
401942245,2021-03-29,"5 000,00 $",Une demande de réexamen a été reçue le 26 avril 2021. La décision du Bureau de réexamen a été rendue le 16 novembre 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 6 décembre 2021. La décision du Tribunal administratif du Québec a été rendue le 5 avril 2024. La sanction administrative pécuniaire est maintenue. 
401962633,2021-03-29,"10 000,00 $",Une demande de réexamen a été reçue le 27 avril 2021. La décision du Bureau de réexamen a été rendue le 26 novembre 2021. La sanction administrative pécuniaire est maintenue. 
402004328,2021-03-29,"5 000,00 $", 
401998083,2021-03-26,"2 500,00 $", 
402007748,2021-03-24,"1 000,00 $", 
401998150,2021-03-24,"1 500,00 $", 
402005738,2021-03-24,"5 000,00 $",Une demande de réexamen a été reçue le 31 mars 2021. La décision du Bureau de réexamen a été rendue le 23 septembre 2021. La sanction administrative pécuniaire est maintenue. 
401962201,2021-03-22,"2 500,00 $", 
401970602,2021-03-17,"5 000,00 $", 
401981312,2021-03-17,"1 000,00 $", 
401989916,2021-03-17,"2 500,00 $", 
401955159,2021-03-16,"5 000,00 $",Une demande de réexamen a été reçue le 7 avril 2021. La décision du Bureau de réexamen a été rendue le 15 septembre 2021. La sanction administrative pécuniaire est maintenue. 
401947688,2021-03-12,"750,00 $", 
401992307,2021-03-08,"3 500,00 $", 
401963440,2021-03-08,"5 000,00 $", 
401971393,2021-03-08,"5 000,00 $", 
401980061,2021-03-08,"750,00 $", 
401970810,2021-03-08,"5 000,00 $", 
401966636,2021-03-08,"3 500,00 $", 
401987216,2021-03-08,"10 000,00 $",Une demande de réexamen a été reçue le 14 avril 2021. Désistement de la demande de réexamen réexamen le 18 juin 2021. La sanction administrative pécuniaire est maintenue. 
401986420,2021-03-04,"5 000,00 $",Une demande de réexamen a été reçue le 1er avril 2021. La décision du Bureau de réexamen a été rendue le 7 septembre 2021. La sanction administrative pécuniaire est annulée. 
401986417,2021-03-04,"10 000,00 $", 
401986527,2021-03-03,"5 000,00 $", 
401940838,2021-03-03,"5 000,00 $",Une demande de réexamen a été reçue le 29 mars 2021. La décision du Bureau de réexamen a été rendue le 25 octobre 2021. La sanction administrative pécuniaire est maintenue. 
401984654,2021-03-03,"5 000,00 $",La décision du Bureau de réexamen a été rendue le 17 décembre 2021. La sanction administrative pécuniaire est maintenue. Une nouvelle requête a été déposée au Tribunal administratif du Québec le 17 janvier 2022. Le Tribunal administratif du Québec a rendue une décision le 15 novembre 2022. La sanction administrative pécuniaire est annulée.  
401970237,2021-03-03,"3 500,00 $",Une demande de réexamen a été reçue le 26 avril 2021.  
401958763,2021-02-25,"5 000,00 $", 
401973264,2021-02-22,"2 500,00 $", 
401979237,2021-02-22,"2 500,00 $", 
401979138,2021-02-22,"5 000,00 $", 
401989236,2021-02-19,"5 000,00 $", 
401982402,2021-02-19,"5 000,00 $",Une demande de réexamen a été reçue le 13 décembre 2021. 
401971146,2021-02-19,"5 000,00 $", 
401971566,2021-02-19,"1 000,00 $",Une demande de réexamen a été reçue le 19 mars 2021. La décision du Bureau de réexamen a été rendue le 31 août 2021. La sanction administrative pécuniaire est maintenue.  
401973648,2021-02-19,"10 000,00 $",Une demande de réexamen a été reçue le 19 mars 2021. La décision du Bureau de réexamen a été rendue le 17 décembre 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 12 janvier 2022. La décision du Tribunal administratif du Québec a été rendue le 12 janvier 2022. La sanction administrative pécuniaire est maintenue.  
401903687,2021-02-19,"10 000,00 $", 
401977348,2021-02-18,"1 500,00 $", 
401970326,2021-02-18,"2 500,00 $", 
401981229,2021-02-18,"5 000,00 $",Une demande de réexamen a été reçue le 16 mars 2021. La décision du Bureau de réexamen a été rendue le 19 août 2021. La sanction administrative pécuniaire est maintenue.  
401968473,2021-02-17,"5 000,00 $", 
401994483,2021-02-17,"5 000,00 $",Une demande de réexamen a été reçue le 12 mars 2021. La décision du Bureau de réexamen a été rendue le 19 novembre 2021. La sanction administrative pécuniaire est maintenue. 
401964087,2021-02-17,"5 000,00 $",Une demande de réexamen a été reçue le 15 mars 2021. La décision du Bureau de réexamen a été rendue le 13 octobre 2021. La sanction administrative pécuniaire est annulée.  
401968592,2021-02-17,"2 500,00 $", 
401968085,2021-02-17,"5 000,00 $", 
401963841,2021-02-05,"1 000,00 $",Une demande de réexamen a été reçue le 18 mars 2021. La décision du Bureau de réexamen a été rendue le 16 février 2022. La sanction administrative pécuniaire est maintenue.  
401968019,2021-02-02,"1 000,00 $", 
401966110,2021-02-01,"1 000,00 $", 
401969121,2021-01-29,"5 000,00 $", 
401987434,2021-01-29,"7 500,00 $",Une demande de réexamen a été reçu le 19 février 2021. La décision du Bureau de réexamen a été rendue le 10 juin 2021. La sanction administrative pécuniaire est maintenue. 
401939766,2021-01-25,"5 000,00 $", 
401962763,2021-01-25,"1 000,00 $", 
401951635,2021-01-25,"500,00 $",Une demande de réexamen a été reçu le 22 février 2021. La décision du Bureau de réexamen a été rendue le 12 octobre 2021. La sanction administrative pécuniaire est annulée.  
401897232,2021-01-25,"10 000,00 $",Une demande de réexamen a été reçu le 24 février 2021. La décision du Bureau de réexamen a été rendue le 16 septembre 2021. La sanction administrative pécuniaire est maintenue. 
401954989,2021-01-25,"5 000,00 $", 
401962484,2021-01-25,"5 000,00 $",Une demande de réexamen a été reçu le 26 février 2021. La décision du Bureau de réexamen a été rendue le 3 août 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposé au Tribunal administratif du Québec le 1 septembre 2021. Désistement de la requête au Tribunal administratif du Québec l0 novembre 2021. La sanction administrative pécuniaire est maintenue.  
401972770,2021-01-22,"5 000,00 $",Une demande de réexamen a été reçu le 19 février 2021. La décision du Bureau de réexamen a été rendue le 12 octobre 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 11 novembre 2021. Désistement de la requête au Tribunal administratif du Québec le 6 juillet 2022. La sanction administrative pécuniaire est maintenue. 
401984650,2021-01-18,"2 500,00 $",Une demande de réexamen a été reçu le 18 février 2021. La décision du Bureau de réexamen a été rendue le 5 novembre 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 2 décembre 2021. 
401853986,2021-01-18,"1 000,00 $",Une demande de réexamen a été reçu le 17 février 2021. La décision du Bureau de réexamen a été rendue le 9 mai 2022. La sanction administrative pécuniaire est maintenue.  
401976078,2021-01-18,"5 000,00 $",Une demande de réexamen a été reçu le 9 février 2021. Désistement de la demande de réexamen réexamen le 11 juin 2021. La sanction administrative pécuniaire est maintenue. 
401980477,2021-01-18,"1 000,00 $", 
401967831,2021-01-14,"5 000,00 $",Une demande de réexamen a été reçue le 9 mars 2021. La décision du Bureau de réexamen a été reçu 23 septembre 2021. La sanction administrative pécuniaire est maintenue. 
401903550,2021-01-14,"3 500,00 $", 
401967816,2021-01-14,"5 000,00 $",Une demande de réexamen a été reçu le 12 février 2021. La décision du Bureau de réexamen a été rendue le 13 août 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposé au Tribunal administratif du Québec le 10 septembre 2021. Désistement de la requête au Tribunal administratif le 9 novembre 2023. La sanction administrative pécuniaire est maintenue.  
401944394,2021-01-13,"10 000,00 $",Une demande de réexamen a été reçu le 29 janvier 2021. La décision du Bureau de réexamen a été rendue le 10 juin 2022. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 8 juillet 2022. Une entente hors cour a été conclue entre les parties le 20 juillet 2023. La sanction administrative pécuniaire est annulée.  
401971055,2021-01-08,"1 000,00 $", 
401972896,2021-01-08,"5 000,00 $", 
401966388,2021-01-08,"3 500,00 $",Une demande de réexamen a été reçu le 12 février 2021. La décision du Bureau de réexamen a été rendue le 27 août 2021. La sanction administrative pécuniaire est maintenue.  
401975123,2021-01-07,"2 000,00 $", 
401974158,2021-01-06,"5 000,00 $",Une demande de réexamen a été reçu le 10 février 2021. La décision du Bureau de réexamen a été rendue le 14 janvier 2022. La sanction administrative pécuniaire est annulée.  
401973154,2021-01-05,"5 000,00 $", 
401975377,2020-12-16,"5 000,00 $", 
401972355,2020-12-15,"5 000,00 $",Une demande de réexamen a été reçu 11 janvier 2021. La décision du Bureau de réexamen a été rendue le 12 juillet 2021. La sanction administrative pécuniaire est maintenue.  
401963842,2020-12-14,"3 500,00 $", 
401967989,2020-12-10,"10 000,00 $", 
401888999,2020-12-09,"5 000,00 $", 
401903260,2020-12-09,"5 000,00 $", 
401891195,2020-12-09,"1 000,00 $",Une demande de réexamen a été reçu 21 décembre 2020. 
401967040,2020-12-08,"1 000,00 $",Une demande de réexamen a été reçu 6 janvier 2021. La décision du Bureau de réexamen a été rendue le 12 août 2021. La sanction administrative pécuniaire est maintenue.  
401956228,2020-12-08,"10 000,00 $",Une demande de réexamen a été reçu 21 décembre 2020. La décision du Bureau de réexamen a été rendue le 26 novembre 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 30 novembre 2021. Désistement de la requête au Tribunal administratif du Québec le 25 juillet 2023. La sanction administrative pécuniaire est maintenue.  
401954861,2020-12-08,"5 000,00 $", 
401965277,2020-12-07,"1 000,00 $",Une demande de réexamen a été reçu 8 janvier 2021. La décision du Bureau de réexamen a été rendue le 28 septembre 2021. La sanction administrative pécuniaire est annulée. 
401973024,2020-12-07,"5 000,00 $",Une demande de réexamen a été reçu 6 janvier 2021. La décision du Bureau de réexamen a été rendue le 30 août 2021. La sanction administrative pécuniaire est maintenue.  
401959137,2020-12-04,"5 000,00 $", 
401901896,2020-12-03,"3 500,00 $",Une demande de réexamen a été reçu le 3 janvier 2021. La décision du Bureau de réexamen a été rendue le 3 août 2021. La sanction administrative pécuniaire est maintenue.  
401974543,2020-12-02,"2 500,00 $", 
401957596,2020-12-01,"1 000,00 $", 
401964531,2020-11-27,"5 000,00 $", 
401964489,2020-11-23,"5 000,00 $", 
401954123,2020-11-23,"2 500,00 $", 
401958520,2020-11-19,"10 000,00 $",Une demande de réexamen a été reçue le 28 novembre 2020. La décision du Bureau de réexamen a été rendue le 5 octobre 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 2 novembre 2021. Une entente hors cour a été conclue entre les parties le 27 juin 2022. La sanction administrative pécuniaire est annulée. 
401957356,2020-11-19,"3 500,00 $",Une demande de réexamen a été reçue le 1er décembre 2020. Le Bureau de réexamen a rendu une décision le 3 juin 2021. La sanction administrative pécuniaire est maintenue. 
401952107,2020-11-19,"1 000,00 $",Une demande de réexamen a été reçu 7 janvier 2021. La décision du Bureau de réexamen a été rendue le 10 juin 2021. La sanction administrative pécuniaire est maintenue. 
401942488,2020-11-19,"5 000,00 $", 
401959427,2020-11-16,"250,00 $", 
401963558,2020-11-13,"3 500,00 $", 
401902013,2020-11-12,"1 500,00 $", 
401952751,2020-11-10,"5 000,00 $",Une demande de réexamen a été reçu 6 janvier 2021. 
401951190,2020-11-10,"5 000,00 $", 
401953503,2020-11-06,"10 000,00 $",Une demande de réexamen a été reçue le 19 novembre 2020. Le Bureau de réexamen a rendu une décision le 28 mai 2021. La sanction administrative pécuniaire est maintenue. 
401957335,2020-11-05,"2 500,00 $", 
401951614,2020-11-05,"10 000,00 $", 
401934891,2020-11-02,"5 000,00 $", 
401956244,2020-10-30,"2 500,00 $",Une demande de réexamen a été reçue le 27 novembre 2020. Le Bureau de réexamen a rendu une décision le 8 juin 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 22 juin 2021. Une décision du Tribunal administratif du Québec a été rendue le 2 mai 2022. La sanction administrative pécuniaire est maintenue.  
401911292,2020-10-27,"750,00 $", 
401946179,2020-10-26,"10 000,00 $",Une demande de réexamen a été reçue le 23 novembre 2020. Désistement de la demande de réexamen le 10 mars 2021.La sanction administrative pécuniaires est maintenue. 
401904646,2020-10-23,"10 000,00 $", 
401906155,2020-10-20,"2 500,00 $",Une demande de réexamen a été reçu le 10 novembre 2020. La décision du Bureau de réexamen a été rendue le 14 juillet 2021. La sanction administrative pécuniaire est maintenue.  
401956355,2020-10-19,"7 500,00 $",Une demande de réexamen a été reçue le 18 novembre 2020. Le Bureau de réexamen a rendu une décision le 3 juin 2021. La sanction administrative pécuniaire est maintenue. 
401949474,2020-10-16,"10 000,00 $", 
401954817,2020-10-16,"5 000,00 $",Une demande de réexamen a été reçue le 14 novembre 2020. Le Bureau de réexamen a rendu une décision le 2 juin 2021. La sanction administrative pécuniaire est maintenue. 
401949302,2020-10-16,"2 500,00 $", 
401955835,2020-10-16,"1 000,00 $", 
401948947,2020-10-13,"2 500,00 $", 
401958728,2020-10-08,"5 000,00 $", 
401956745,2020-10-07,"10 000,00 $",Une demande de réexamen a été reçue le 6 novembre 2020. La décision du Bureau de réexamen a été rendue le 4 février 2022. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 21 février 2022. La décision du Tribunal administratif du Québec a été rendue le 4 décembre 2023. La sanction administrative pécuniaire est maintenue. Une requête en révision judiciaire a été déposée en Cour supérieure le 11 janvier 2024. 
401880532,2020-10-06,"5 000,00 $",Une demande de réexamen a été reçu le 9 novembre 2020. La décision du bureau de réexamen a été rendu le 11 mai 2021. La sanction administrative pécuniaire est maintenue. 
401898414,2020-10-06,"10 000,00 $", 
401906454,2020-10-06,"1 000,00 $", 
401940433,2020-10-01,"2 000,00 $", 
401954557,2020-10-01,"10 000,00 $", 
401850622,2020-10-01,"2 500,00 $",Une demande de réexamen a été reçu le 30 octobre 2020. La décision du Bureau de réexamen a été rendue le 16 juin 2021. La sanction administrative pécuniaire est annulée. 
401941386,2020-10-01,"5 000,00 $",Une demande de réexamen a été reçu le 20 octobre 2020. Le Bureau de réexamen a rendu une décision le 17 mai 2021. La sanction administrative pécuniaire est maintenue. 
401934889,2020-10-01,"5 000,00 $",Une demande de réexamen a été reçue le 9 décembre 2020. 
401936003,2020-10-01,"1 000,00 $",Une demande de réexamen a été reçue le 20 octobre 2020. La décision du Bureau de réexamen a été rendue le 17 juin 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 14 juillet 2021. Une décision du Tribunal administratif du Québec a été rendue le 27 juillet 2022. La sanction administrative pécuniaire est maintenue.  
401952944,2020-09-24,"2 500,00 $", 
401907810,2020-09-22,"10 000,00 $", 
401951265,2020-09-22,"10 000,00 $", 
401906447,2020-09-22,"10 000,00 $",Une demande de réexamen a été reçue le 7 avril 2021. 
401876798,2020-09-18,"5 000,00 $", 
401928877,2020-09-18,"5 000,00 $", 
401882254,2020-09-15,"10 000,00 $",Une demande de réexamen a été reçu le 6 octobre 2020. Le Bureau de réexamen a rendu une décision le 18 mai 2021. La sanction administrative pécuniaire est maintenue. 
401939833,2020-09-15,"10 000,00 $",Une demande de réexamen a été reçu le 14 octobre 2020. La décision du bureau de réexamen a été rendu le 11 mai 2021. La sanction administrative pécuniaire est maintenue. 
401882914,2020-09-15,"10 000,00 $", 
401922881,2020-09-15,"7 500,00 $", 
401901926,2020-09-10,"3 500,00 $",Une demande de réexamen a été reçu le 15 octobre 2020. La décision de Bureau de réexamen a été rendue le 21 juillet 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposé au Tribunal administratif du Québec le 19 août 2021. Désistement de la requête au Tribunal administratif du Québec le 24 octobre 2023. La sanction administrative pécuniaire est maintenue. 
401938517,2020-09-08,"10 000,00 $",Une demande de réexamen a été reçue le 24 septembre 2020. La décision du Bureau de réexamen a été rendue le 14 octobre 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 11 novembre 2021. Désistement de la requête au Tribunal administratif du Québec le 11 octobre 2023. La sanction administrative pécuniaire est maintenue. 
401940982,2020-08-21,"10 000,00 $", 
401861425,2020-08-18,"2 500,00 $",Une demande de réexamen a été reçue le 1er septembre 2020. Le Bureau de réexamen a rendu une décision le 2 juin 2021. La sanction administrative pécuniaire est maintenue. 
401942583,2020-08-17,"10 000,00 $",Une demande de réexamen a été reçue le 10 septembre 2020. La décision du bureau de réexamen a été rendu le 11 mai 2021. La sanction administrative pécuniaire est maintenue. 
401937544,2020-08-17,"10 000,00 $",Une demande de réexamen a été reçue le 26 août 2020. La décision du bureau de réexamen a été rendu le 10 mai 2021. La sanction administrative pécuniaire est maintenue. 
401938690,2020-08-11,"1 500,00 $", 
401892898,2020-08-10,"2 500,00 $", 
401887022,2020-08-05,"10 000,00 $",Une demande de réexamen a été reçue le 7 décembre 2020. La décision du Bureau de réexamen a été rendue le 21 juin 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 15 juillet 2021. Une entente hors cour a été conclue entre les parties le 22 septembre 2023. La sanction administrative pécuniaire est annulée.  
401870822,2020-07-31,"7 500,00 $", 
401888193,2020-07-31,"5 000,00 $", 
401933671,2020-07-30,"2 500,00 $", 
401934042,2020-07-27,"5 000,00 $", 
401928872,2020-07-23,"2 500,00 $",Une demande de réexamen a été reçue le 21 août 2020. La décision du Bureau de réexamen a été rendue le 4 mai 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 4 juin 2021. La décision du Tribunal administratif du Québec a été rendue le 28 mars 2023. La sanction administrative pécuniaire est maintenue. Une requête en révision judiciaire a été déposée en Cour supérieure le 1er mai 2023.  
401902828,2020-07-23,"7 500,00 $", 
401928419,2020-07-21,"2 500,00 $", 
401932267,2020-07-14,"10 000,00 $", 
401893677,2020-07-09,"10 000,00 $", 
401891351,2020-07-09,"3 500,00 $", 
401890999,2020-07-09,"1 000,00 $", 
401927132,2020-07-08,"5 000,00 $",Une demande de réexamen a été reçue le 14 août 2020. La décision du bureau de réexamen a été rendu le 10 mai 2021. La sanction administrative pécuniaire est maintenue.  
401904981,2020-07-06,"10 000,00 $",Une demande de réexamen a été reçue le 31 juillet 2020. La décision du Bureau de réexamen a été rendue le 2 mai 2022. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 7 juillet 2022. La décision du Tribunal administratif a été rendue le 17 octobre 2023. La sanction administrative pécuniaire est maintenue.  
401890360,2020-06-23,"3 500,00 $", 
401905106,2020-06-08,"10 000,00 $",Une demande de réexamen a été reçu le 23 juin 2020. La décision du Bureau de réexamen a été rendue le 24 août 2021. La sanction administrative pécuniaire est maintenue.  
401877261,2020-06-08,"5 000,00 $", 
401883094,2020-03-13,"500,00 $", 
401885463,2020-03-13,"10 000,00 $", 
401894426,2020-03-13,"7 500,00 $",Une demande de réexamen a été reçue le 9 avril 2020. La décision du bureau de réexamen a été rendu le 4 mai 2021. La sanction administrative pécuniaire est maintenue. 
401891099,2020-03-13,"5 000,00 $",Une demande de réexamen a été reçue le 9 avril 2020. La décision du Bureau de réexamen a été rendue le 9 juin 2021. La sanction administrative pécuniaire est maintenue. 
401902933,2020-03-13,"5 000,00 $", 
401873333,2020-03-12,"2 000,00 $",Une demande de réexamen a été reçue le 7 avril 2020. La décision du bureau de réexamen a été rendu le 12 mai 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 21 juin 2021. La décision du Tribunal administratif du Québec a été rendue le 21 août 2023. La sanction administrative pécuniaire est maintenue.  
401893109,2020-03-10,"5 000,00 $",Une demande de réexamen a été reçue le 16 mars 2020. La décision du Bureau de réexamen a été rendue le 20 août 2021. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 16 septembre 2021. Une entente hors cour a été conclue entre les parties le 21 avril 2022. La sanction administrative pécuniaire est annulée.  
401839455,2020-03-10,"3 500,00 $", 
401864405,2020-03-10,"2 500,00 $",Une demande de réexamen a été reçue le 20 mars 2020. La décision du Bureau de réexamen a été rendue le 23 août 2021. La sanction administrative pécuniaire est maintenue.  
401880591,2020-03-10,"2 500,00 $",Une demande de réexamen a été reçue le 7 avril 2020. La décision du Bureau de réexamen a été rendue le 9 juin 2021. La sanction administrative pécuniaire est maintenue. Désistement de la requête au Tribunal administratif du Québec 20 janvier 2022. La sanction administrative pécuniaire est maintenue.  
401895063,2020-03-10,"500,00 $", 
401899457,2020-03-10,"5 000,00 $",Une demande de réexamen a été reçue le 14 avril 2020. La décision du bureau de réexamen a été rendu le 10 mai 2021. La sanction administrative pécuniaire est maintenue.  
401899128,2020-03-10,"2 500,00 $", 
401889086,2020-03-10,"5 000,00 $",Une demande de réexamen a été reçue le 9 avril 2020. Le Bureau de réexamen a rendu une décision le 2 juin 2021. La sanction administrative pécuniaire est maintenue. 
